identifier,source_ref,dimension,dataset_id,indicator_id,policy_count,status,error
urn:sds:reg:esrs:e4_5_02,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_5_02,urn:ngsi-ld:Indicator:Area_of_sites_owned_leased_or_managed_in_or_near_protected_areas_or_key_biodiversity_areas_that_,2,success,
urn:sds:reg:esrs:e4_5_03,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_5_03,urn:ngsi-ld:Indicator:Disclosure_of_land-use_based_on_Life_Cycle_Assessment,2,success,
urn:sds:reg:esrs:e4_5_04,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_5_04,urn:ngsi-ld:Indicator:Disclosure_of_metrics_considered_relevant_land-use_change_freshwater-use_change_and_or_sea-use_c,2,success,
urn:sds:reg:esrs:e4_5_05,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_5_05,urn:ngsi-ld:Indicator:Disclosure_of_conversion_over_time_of_land_cover,2,success,
urn:sds:reg:esrs:e4_5_06,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_5_06,urn:ngsi-ld:Indicator:Disclosure_of_changes_over_time_in_management_of_ecosystem,2,success,
urn:sds:reg:esrs:e4_5_07,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_5_07,urn:ngsi-ld:Indicator:Disclosure_of_changes_in_spatial_configuration_of_landscape,2,success,
urn:sds:reg:esrs:e4_5_08,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_5_08,urn:ngsi-ld:Indicator:Disclosure_of_changes_in_ecosystem_structural_connectivity,2,success,
urn:sds:reg:esrs:e4_5_09,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_5_09,urn:ngsi-ld:Indicator:Disclosure_of_functional_connectivity,2,success,
urn:sds:reg:esrs:e4_5_10,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_5_10,urn:ngsi-ld:Indicator:Total_use_of_land_area,2,success,
urn:sds:reg:esrs:e4_5_11,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_5_11,urn:ngsi-ld:Indicator:Total_sealed_area,2,success,
urn:sds:reg:esrs:e4_5_12,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_5_12,urn:ngsi-ld:Indicator:Nature-oriented_area_on_site,2,success,
urn:sds:reg:esrs:e4_5_13,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_5_13,urn:ngsi-ld:Indicator:Nature-oriented_area_off_site,2,success,
urn:sds:reg:esrs:e4_5_14,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_5_14,urn:ngsi-ld:Indicator:Disclosure_of_how_pathways_of_introduction_and_spread_of_invasive_alien_species_and_risks_posed_,2,success,
urn:sds:reg:esrs:e4_5_15,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_5_15,urn:ngsi-ld:Indicator:Number_of_invasive_alien_species,2,success,
urn:sds:reg:esrs:e4_5_16,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_5_16,urn:ngsi-ld:Indicator:Area_covered_by_invasive_alien_species,2,success,
urn:sds:reg:esrs:e4_5_17,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_5_17,urn:ngsi-ld:Indicator:Disclosure_of_metrics_considered_relevant_state_of_species_,2,success,
urn:sds:reg:esrs:e4_5_18,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_5_18,urn:ngsi-ld:Indicator:Disclosure_of_paragraph_in_another_environment-related_standard_in_which_metric_is_referred_to,2,success,
urn:sds:reg:esrs:e4_5_19,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_5_19,urn:ngsi-ld:Indicator:Disclosure_of_population_size_range_within_specific_ecosystems_and_extinction_risk,2,success,
urn:sds:reg:esrs:e4_5_20,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_5_20,urn:ngsi-ld:Indicator:Disclosure_of_changes_in_number_of_individuals_of_species_within_specific_area,2,success,
urn:sds:reg:esrs:e4_5_21,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_5_21,urn:ngsi-ld:Indicator:Information_about_species_at_global_extinction_risk,2,success,
urn:sds:reg:esrs:e4_5_22,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_5_22,urn:ngsi-ld:Indicator:Disclosure_of_threat_status_of_species_and_how_activities_or_pressures_may_affect_threat_status,2,success,
urn:sds:reg:esrs:e4_5_23,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_5_23,urn:ngsi-ld:Indicator:Disclosure_of_change_in_relevant_habitat_for_threatened_species_as_proxy_for_impact_on_local_pop,2,success,
urn:sds:reg:esrs:e4_5_24,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_5_24,urn:ngsi-ld:Indicator:Disclosure_of_ecosystem_area_coverage,2,success,
urn:sds:reg:esrs:e4_5_25,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_5_25,urn:ngsi-ld:Indicator:Disclosure_of_quality_of_ecosystems_relative_to_pre-determined_reference_state,2,success,
urn:sds:reg:esrs:e4_5_26,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_5_26,urn:ngsi-ld:Indicator:Disclosure_of_multiple_species_within_ecosystem,2,success,
urn:sds:reg:esrs:e4_5_27,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_5_27,urn:ngsi-ld:Indicator:Disclosure_of_structural_components_of_ecosystem_condition,2,success,
urn:sds:reg:esrs:e4_6_01,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_6_01,urn:ngsi-ld:Indicator:Disclosure_of_quantitative_information_about_anticipated_financial_effects_of_material_risks_and,2,success,
urn:sds:reg:esrs:e4_6_02,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_6_02,urn:ngsi-ld:Indicator:Disclosure_of_qualitative_information_about_anticipated_financial_effects_of_material_risks_and_,2,success,
urn:sds:reg:esrs:e4_6_03,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_6_03,urn:ngsi-ld:Indicator:Description_of_effects_considered_related_impacts_and_dependencies_biodiversity_and_ecosystems_,2,success,
urn:sds:reg:esrs:e4_6_04,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_6_04,urn:ngsi-ld:Indicator:Disclosure_of_critical_assumptions_used_in_estimates_of_financial_effects_of_material_risks_and_,2,success,
urn:sds:reg:esrs:e4_6_05,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_6_05,urn:ngsi-ld:Indicator:Description_of_related_products_and_services_at_risk_biodiversity_and_ecosystems_over_the_short-,2,success,
urn:sds:reg:esrs:e4_6_06,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_6_06,urn:ngsi-ld:Indicator:Explanation_of_how_financial_amounts_are_estimated_and_critical_assumptions_made_biodiversity_an,2,success,
urn:sds:reg:esrs:e4_iro_1_01,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_iro_1_01,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_actual_and_potential_impacts_on_biodiversity_and_ecosystems_at_own,2,success,
urn:sds:reg:esrs:e4_iro_1_02,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_iro_1_02,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_dependencies_on_biodiversity_and_ecosystems_and_their_services_hav,2,success,
urn:sds:reg:esrs:e4_iro_1_03,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_iro_1_03,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_transition_and_physical_risks_and_opportunities_related_to_biodive,2,success,
urn:sds:reg:esrs:e4_iro_1_04,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_iro_1_04,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_systemic_risks_have_been_considered_biodiversity_and_ecosystems_,2,success,
urn:sds:reg:esrs:e4_iro_1_05,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_iro_1_05,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_consultations_with_affected_communities_on_sustainability_assessme,2,success,
urn:sds:reg:esrs:e4_iro_1_06,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_iro_1_06,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_specific_sites_raw_materials_production_or_sourcing_with_negative_,2,success,
urn:sds:reg:esrs:e4_iro_1_07,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_iro_1_07,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_communities_were_involved_in_materiality_assessment,2,success,
urn:sds:reg:esrs:e4_iro_1_08,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_iro_1_08,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_negative_impacts_on_priority_ecosystem_services_of_relevance_to_af,2,success,
urn:sds:reg:esrs:e4_iro_1_09,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_iro_1_09,urn:ngsi-ld:Indicator:Disclosure_of_plans_to_minimise_unavoidable_negative_impacts_and_implement_mitigation_measures_t,2,success,
urn:sds:reg:esrs:e4_iro_1_10,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_iro_1_10,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_tthe_business_model_s_has_been_verified_using_range_of_biodiversit,2,success,
urn:sds:reg:esrs:e4_iro_1_11,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_iro_1_11,urn:ngsi-ld:Indicator:Disclosure_of_why_considered_scenarios_were_taken_into_consideration,2,success,
urn:sds:reg:esrs:e4_iro_1_12,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_iro_1_12,urn:ngsi-ld:Indicator:Disclosure_of_how_considered_scenarios_are_updated_according_to_evolving_conditions_and_emerging,2,success,
urn:sds:reg:esrs:e4_iro_1_13,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_iro_1_13,urn:ngsi-ld:Indicator:Scenarios_are_informed_by_expectations_in_authoritative_intergovernmental_instruments_and_by_sci,2,success,
urn:sds:reg:esrs:e4_iro_1_14,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_iro_1_14,urn:ngsi-ld:Indicator:Undertaking_has_sites_located_in_or_near_biodiversity-sensitive_areas,2,success,
urn:sds:reg:esrs:e4_iro_1_15,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_iro_1_15,urn:ngsi-ld:Indicator:Activities_related_to_sites_located_in_or_near_biodiversity-sensitive_areas_negatively_affect_th,2,success,
urn:sds:reg:esrs:e4_iro_1_16,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_iro_1_16,urn:ngsi-ld:Indicator:It_has_been_concluded_that_it_is_necessary_to_implement_biodiversity_mitigation_measures,2,success,
urn:sds:reg:esrs:e4_sbm_3_01,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_sbm_3_01,urn:ngsi-ld:Indicator:List_of_material_sites_in_own_operation,2,success,
urn:sds:reg:esrs:e4_sbm_3_02,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_sbm_3_02,urn:ngsi-ld:Indicator:Disclosure_of_activities_negatively_affecting_biodiversity_sensitive_areeas,2,success,
urn:sds:reg:esrs:e4_sbm_3_03,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_sbm_3_03,urn:ngsi-ld:Indicator:Disclosure_of_list_of_material_sites_in_own_operations_based_on_results_of_identification_and_as,2,success,
urn:sds:reg:esrs:e4_sbm_3_04,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_sbm_3_04,urn:ngsi-ld:Indicator:Disclosure_of_biodiversity-sensitive_areas_impacted,2,success,
urn:sds:reg:esrs:e4_sbm_3_05,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_sbm_3_05,urn:ngsi-ld:Indicator:Material_negative_impacts_with_regards_to_land_degradation_desertification_or_soil_sealing_have_,2,success,
urn:sds:reg:esrs:e4_sbm_3_06,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_sbm_3_06,urn:ngsi-ld:Indicator:Own_operations_affect_threatened_species,2,success,
urn:sds:reg:esrs:e5_1_01,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_1_01,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_policy_addresses_transitioning_away_from_use_of_virgin_resources_i,2,success,
urn:sds:reg:esrs:e5_1_02,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_1_02,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_policy_addresses_sustainable_sourcing_and_use_of_renewable_resourc,2,success,
urn:sds:reg:esrs:e5_1_03,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_1_03,urn:ngsi-ld:Indicator:Description_of_whether_and_how_policy_addresses_waste_hierarchy_prevention_preparing_for_re-use_,2,success,
urn:sds:reg:esrs:e5_1_04,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_1_04,urn:ngsi-ld:Indicator:Description_of_whether_and_how_policy_addresses_prioritisation_of_strategies_to_avoid_or_minimis,2,success,
urn:sds:reg:esrs:e5_2_01,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_2_01,urn:ngsi-ld:Indicator:Description_of_higher_levels_of_resource_efficiency_in_use_of_technical_and_biological_materials,2,success,
urn:sds:reg:esrs:e5_2_02,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_2_02,urn:ngsi-ld:Indicator:Description_of_higher_rates_of_use_of_secondary_raw_materials,2,success,
urn:sds:reg:esrs:e5_2_03,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_2_03,urn:ngsi-ld:Indicator:Description_of_application_of_circular_design,2,success,
urn:sds:reg:esrs:e5_2_04,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_2_04,urn:ngsi-ld:Indicator:Description_of_application_of_circular_business_practices,2,success,
urn:sds:reg:esrs:e5_2_05,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_2_05,urn:ngsi-ld:Indicator:Description_of_actions_taken_to_prevent_waste_generation_in_the_undertaking_s_upstream_and_downs,2,success,
urn:sds:reg:esrs:e5_2_06,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_2_06,urn:ngsi-ld:Indicator:Description_of_Optimistation_of_waste_management,2,success,
urn:sds:reg:esrs:e5_2_07,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_2_07,urn:ngsi-ld:Indicator:Information_about_collective_action_on_development_of_collaborations_or_initiatives_increasing_c,2,success,
urn:sds:reg:esrs:e5_2_08,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_2_08,urn:ngsi-ld:Indicator:Description_of_contribution_to_circular_economy,2,success,
urn:sds:reg:esrs:e5_2_09,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_2_09,urn:ngsi-ld:Indicator:Description_of_other_stakeholders_involved_in_collective_action_resource_use_and_circular_econom,2,success,
urn:sds:reg:esrs:e5_2_10,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_2_10,urn:ngsi-ld:Indicator:Description_of_organisation_of_project_resource_use_and_circular_economy_,2,success,
urn:sds:reg:esrs:e5_3_01,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_3_01,urn:ngsi-ld:Indicator:Disclosure_of_how_target_relates_to_resources_resource_use_and_circular_economy_,2,success,
urn:sds:reg:esrs:e5_3_02,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_3_02,urn:ngsi-ld:Indicator:Disclosure_of_how_target_relates_to_increase_of_circular_design,2,success,
urn:sds:reg:esrs:e5_3_03,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_3_03,urn:ngsi-ld:Indicator:Disclosure_of_how_target_relates_to_increase_of_circular_material_use_rate,2,success,
urn:sds:reg:esrs:e5_3_04,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_3_04,urn:ngsi-ld:Indicator:Disclosure_of_how_target_relates_to_minimisation_of_primary_raw_material,2,success,
urn:sds:reg:esrs:e5_3_05,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_3_05,urn:ngsi-ld:Indicator:Disclosure_of_how_target_relates_to_reversal_of_depletion_of_stock_of_renewable_resources,2,success,
urn:sds:reg:esrs:e5_3_06,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_3_06,urn:ngsi-ld:Indicator:Target_relates_to_waste_management,2,success,
urn:sds:reg:esrs:e5_3_07,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_3_07,urn:ngsi-ld:Indicator:Disclosure_of_how_target_relates_to_waste_management,2,success,
urn:sds:reg:esrs:e5_3_08,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_3_08,urn:ngsi-ld:Indicator:Disclosure_of_how_target_relates_to_other_matters_related_to_resource_use_or_circular_economy,2,success,
urn:sds:reg:esrs:e5_3_09,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_3_09,urn:ngsi-ld:Indicator:Layer_in_waste_hierarchy_to_which_target_relates,2,success,
urn:sds:reg:esrs:e5_3_10,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_3_10,urn:ngsi-ld:Indicator:Disclosure_of_ecological_threshold_identified_and_methodology_used_to_identify_ecological_thresh,2,success,
urn:sds:reg:esrs:e5_3_11,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_3_11,urn:ngsi-ld:Indicator:Disclosure_of_how_ecological_entity-specific_threshold_was_determined_resource_use_and_circular_,2,success,
urn:sds:reg:esrs:e5_3_12,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_3_12,urn:ngsi-ld:Indicator:Disclosure_of_how_responsibility_for_respecting_identified_ecological_threshold_is_allocated_res,2,success,
urn:sds:reg:esrs:e5_3_13,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_3_13,urn:ngsi-ld:Indicator:The_targets_being_set_and_presented_are_mandatory_required_by_legislation_,2,success,
urn:sds:reg:esrs:e5_4_01,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_4_01,urn:ngsi-ld:Indicator:Disclosure_of_information_on_material_resource_inflows,2,success,
urn:sds:reg:esrs:e5_4_02,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_4_02,urn:ngsi-ld:Indicator:Overall_total_weight_of_products_and_technical_and_biological_materials_used_during_the_reportin,2,success,
urn:sds:reg:esrs:e5_4_03,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_4_03,urn:ngsi-ld:Indicator:Percentage_of_biological_materials_and_biofuels_used_for_non-energy_purposes_,2,success,
urn:sds:reg:esrs:e5_4_04,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_4_04,urn:ngsi-ld:Indicator:The_absolute_weight_of_secondary_reused_or_recycled_components_secondary_intermediary_products_a,2,success,
urn:sds:reg:esrs:e5_4_05,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_4_05,urn:ngsi-ld:Indicator:Percentage_of_secondary_reused_or_recycled_components_secondary_intermediary_products_and_second,2,success,
urn:sds:reg:esrs:e5_4_06,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_4_06,urn:ngsi-ld:Indicator:Description_of_methodologies_used_to_calculate_data_and_key_assumptions_used,2,success,
urn:sds:reg:esrs:e5_4_07,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_4_07,urn:ngsi-ld:Indicator:Description_of_materials_that_are_sourced_from_by-products_or_waste_stream,2,success,
urn:sds:reg:esrs:e5_4_08,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_4_08,urn:ngsi-ld:Indicator:Description_of_how_double_counting_was_avoided_and_of_choices_made,2,success,
urn:sds:reg:esrs:e5_5_01,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_5_01,urn:ngsi-ld:Indicator:Description_of_the_key_products_and_materials_that_come_out_of_the_undertaking_s_production_proc,2,success,
urn:sds:reg:esrs:e5_5_02,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_5_02,urn:ngsi-ld:Indicator:Disclosure_of_the_expected_durability_of_the_products_placed_on_the_market_in_relation_to_the_in,2,success,
urn:sds:reg:esrs:e5_5_03,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_5_03,urn:ngsi-ld:Indicator:Disclosure_of_the_reparability_of_products,2,success,
urn:sds:reg:esrs:e5_5_04,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_5_04,urn:ngsi-ld:Indicator:The_rates_of_recyclable_content_in_products,2,success,
urn:sds:reg:esrs:e5_5_05,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_5_05,urn:ngsi-ld:Indicator:The_rates_of_recyclable_content_in_products_packaging,2,success,
urn:sds:reg:esrs:e5_5_06,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_5_06,urn:ngsi-ld:Indicator:Description_of_methodologies_used_to_calculate_data_resource_outflows_,2,success,
urn:sds:reg:esrs:e5_5_07,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_5_07,urn:ngsi-ld:Indicator:Total_Waste_generated,2,success,
urn:sds:reg:esrs:e5_5_08,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_5_08,urn:ngsi-ld:Indicator:Waste_diverted_from_disposal_breakdown_by_hazardous_and_non-hazardous_waste_and_treatment_type,2,success,
urn:sds:reg:esrs:e5_5_09,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_5_09,urn:ngsi-ld:Indicator:Waste_directed_to_disposal_breakdown_by_hazardous_and_non-hazardous_waste_and_treatment_type,2,success,
urn:sds:reg:esrs:e5_5_10,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_5_10,urn:ngsi-ld:Indicator:Non-recycled_waste,2,success,
urn:sds:reg:esrs:e5_5_11,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_5_11,urn:ngsi-ld:Indicator:Percentage_of_non-recycled_waste,2,success,
urn:sds:reg:esrs:e5_5_12,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_5_12,urn:ngsi-ld:Indicator:Disclosure_of_composition_of_waste,2,success,
urn:sds:reg:esrs:e5_5_13,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_5_13,urn:ngsi-ld:Indicator:Disclosure_of_waste_streams_relevant_to_undertaking_s_sector_or_activities,2,success,
urn:sds:reg:esrs:e5_5_14,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_5_14,urn:ngsi-ld:Indicator:Disclosure_of_materials_that_are_present_in_waste,2,success,
urn:sds:reg:esrs:e5_5_15,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_5_15,urn:ngsi-ld:Indicator:Total_amount_of_hazardous_waste,2,success,
urn:sds:reg:esrs:e5_5_16,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_5_16,urn:ngsi-ld:Indicator:Total_amount_of_radioactive_waste,2,success,
urn:sds:reg:esrs:e5_5_17,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_5_17,urn:ngsi-ld:Indicator:Description_of_methodologies_used_to_calculate_data_waste_generated_,2,success,
urn:sds:reg:esrs:e5_5_18,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_5_18,urn:ngsi-ld:Indicator:Disclosure_of_its_engagement_in_product_end-of-life_waste_management,2,success,
urn:sds:reg:esrs:e5_6_01,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_6_01,urn:ngsi-ld:Indicator:Disclosure_of_quantitative_information_about_anticipated_financial_effects_of_material_risks_and,2,success,
urn:sds:reg:esrs:e5_6_02,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_6_02,urn:ngsi-ld:Indicator:Disclosure_of_qualitative_information_of_anticipated_financial_effects_of_material_risks_and_opp,2,success,
urn:sds:reg:esrs:e5_6_03,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_6_03,urn:ngsi-ld:Indicator:Description_of_effects_considered_and_related_impacts_resource_use_and_circular_economy_,2,success,
urn:sds:reg:esrs:e5_6_04,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_6_04,urn:ngsi-ld:Indicator:Disclosure_of_critical_assumptions_used_in_estimates_of_financial_effects_of_material_risks_and_,2,success,
urn:sds:reg:esrs:e5_6_05,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_6_05,urn:ngsi-ld:Indicator:Description_of_related_products_and_services_at_risk_resource_use_and_circular_economy_,2,success,
urn:sds:reg:esrs:e5_6_06,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_6_06,urn:ngsi-ld:Indicator:Explanation_of_how_time_horizons_are_defined_financial_amounts_are_estimated_and_of_critical_ass,2,success,
urn:sds:reg:esrs:e5_iro_1_01,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_iro_1_01,urn:ngsi-ld:Indicator:Disclosure_of_whether_the_undertaking_has_screened_its_assets_and_activities_in_order_to_identif,2,success,
urn:sds:reg:esrs:e5_iro_1_02,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e5_iro_1_02,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_the_undertaking_has_conducted_consultations_resource_and_circular_,2,success,
urn:sds:reg:esrs:g1_1_01,ESRS Official,G,urn:ngsi-ld:Dataset:esrs_g1_1_01,urn:ngsi-ld:Indicator:Description_of_how_the_undertaking_establishes_develops_promotes_and_evaluates_its_corporate_cul,2,success,
urn:sds:reg:esrs:g1_1_02,ESRS Official,G,urn:ngsi-ld:Dataset:esrs_g1_1_02,urn:ngsi-ld:Indicator:Description_of_the_mechanisms_for_identifying_reporting_and_investigating_concerns_about_unlawfu,2,success,
urn:sds:reg:esrs:g1_1_03,ESRS Official,G,urn:ngsi-ld:Dataset:esrs_g1_1_03,urn:ngsi-ld:Indicator:No_policies_on_anti-corruption_or_anti-bribery_consistent_with_United_Nations_Convention_against,2,success,
urn:sds:reg:esrs:g1_1_04,ESRS Official,G,urn:ngsi-ld:Dataset:esrs_g1_1_04,urn:ngsi-ld:Indicator:Timetable_for_implementation_of_policies_on_anti-corruption_or_anti-bribery_consistent_with_Unit,2,success,
