identifier,source_ref,dimension,dataset_id,indicator_id,policy_count,status,error
urn:sds:reg:esrs:e2_6_02,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e2_6_02,urn:ngsi-ld:Indicator:Percentage_of_net_revenue_made_with_products_and_services_that_are_or_that_contain_substances_of,2,success,
urn:sds:reg:esrs:e2_6_03,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e2_6_03,urn:ngsi-ld:Indicator:Percentage_of_net_revenue_made_with_products_and_services_that_are_or_that_contain_substances_of,2,success,
urn:sds:reg:esrs:e2_6_04,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e2_6_04,urn:ngsi-ld:Indicator:Operating_expenditures_OpEx_in_conjunction_with_major_incidents_and_deposits_pollution_,2,success,
urn:sds:reg:esrs:e2_6_05,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e2_6_05,urn:ngsi-ld:Indicator:Capital_expenditures_CapEx_in_conjunction_with_major_incidents_and_deposits_pollution_,2,success,
urn:sds:reg:esrs:e2_6_06,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e2_6_06,urn:ngsi-ld:Indicator:Provisions_for_environmental_protection_and_remediation_costs_pollution_,2,success,
urn:sds:reg:esrs:e2_6_07,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e2_6_07,urn:ngsi-ld:Indicator:Disclosure_of_qualitative_information_about_anticipated_financial_effects_of_material_risks_and_,2,success,
urn:sds:reg:esrs:e2_6_08,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e2_6_08,urn:ngsi-ld:Indicator:Description_of_effects_considered_related_impacts_and_time_horizons_in_which_they_are_likely_to_,2,success,
urn:sds:reg:esrs:e2_6_09,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e2_6_09,urn:ngsi-ld:Indicator:Disclosure_of_critical_assumptions_used_to_quantify_anticipated_financial_effects_sources_and_le,2,success,
urn:sds:reg:esrs:e2_6_10,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e2_6_10,urn:ngsi-ld:Indicator:Description_of_material_incidents_and_deposits_whereby_pollution_had_negative_impacts_on_environ,2,success,
urn:sds:reg:esrs:e2_6_11,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e2_6_11,urn:ngsi-ld:Indicator:Disclosure_of_assessment_of_related_products_and_services_at_risk_and_explanation_how_time_horiz,2,success,
urn:sds:reg:esrs:e2_iro_1_01,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e2_iro_1_01,urn:ngsi-ld:Indicator:Information_about_the_process_to_identify_actual_and_potential_pollution-related_impacts_risks_a,2,success,
urn:sds:reg:esrs:e2_iro_1_02,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e2_iro_1_02,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_consultations_have_been_conducted_pollution_,2,success,
urn:sds:reg:esrs:e2_iro_1_03,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e2_iro_1_03,urn:ngsi-ld:Indicator:Disclosure_of_results_of_materiality_assessment_pollution_,2,success,
urn:sds:reg:esrs:e3_1_01,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_1_01,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_policy_adresses_water_management,2,success,
urn:sds:reg:esrs:e3_1_02,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_1_02,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_policy_adresses_the_use_and_sourcing_of_water_and_marine_resources,2,success,
urn:sds:reg:esrs:e3_1_03,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_1_03,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_policy_adresses_water_treatment,2,success,
urn:sds:reg:esrs:e3_1_04,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_1_04,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_policy_adresses_prevention_and_abatment_of_water_pollution,2,success,
urn:sds:reg:esrs:e3_1_05,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_1_05,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_policy_adresses_product_and_service_design_in_view_of_addressing_w,2,success,
urn:sds:reg:esrs:e3_1_06,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_1_06,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_policy_adresses_commitment_to_reduce_material_water_consumption_in,2,success,
urn:sds:reg:esrs:e3_1_07,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_1_07,urn:ngsi-ld:Indicator:Disclosure_of_reasons_for_not_having_adopted_policies_in_areas_of_high-water_stress,2,success,
urn:sds:reg:esrs:e3_1_08,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_1_08,urn:ngsi-ld:Indicator:Disclosure_of_timeframe_in_which_policies_in_areas_of_high-water_stress_will_be_adopted,2,success,
urn:sds:reg:esrs:e3_1_09,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_1_09,urn:ngsi-ld:Indicator:Policies_or_practices_related_to_sustainable_oceans_and_seas_have_been_adopted,2,success,
urn:sds:reg:esrs:e3_1_10,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_1_10,urn:ngsi-ld:Indicator:The_policly_contributes_to_good_ecological_and_chemical_quality_of_surface_water_bodies_and_good,2,success,
urn:sds:reg:esrs:e3_1_11,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_1_11,urn:ngsi-ld:Indicator:The_policy_minimise_material_impacts_and_risks_and_implement_mitigation_measures_that_aim_to_mai,2,success,
urn:sds:reg:esrs:e3_1_12,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_1_12,urn:ngsi-ld:Indicator:The_policy_avoid_impacts_on_affected_communities.,2,success,
urn:sds:reg:esrs:e3_2_01,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_2_01,urn:ngsi-ld:Indicator:Layer_in_mitigation_hierarchy_to_which_action_and_resources_can_be_allocated_to_water_and_marine,2,success,
urn:sds:reg:esrs:e3_2_02,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_2_02,urn:ngsi-ld:Indicator:Information_about_specific_collective_action_for_water_and_marine_resources,2,success,
urn:sds:reg:esrs:e3_2_03,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_2_03,urn:ngsi-ld:Indicator:Disclosure_of_actions_and_resources_in_relation_to_areas_at_water_risk,2,success,
urn:sds:reg:esrs:e3_3_01,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_3_01,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_target_relates_to_management_of_material_impacts_risks_and_opportu,2,success,
urn:sds:reg:esrs:e3_3_02,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_3_02,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_target_relates_to_responsible_management_of_marine_resources_impac,2,success,
urn:sds:reg:esrs:e3_3_03,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_3_03,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_target_relates_to_reduction_of_water_consumption,2,success,
urn:sds:reg:esrs:e3_3_04,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_3_04,urn:ngsi-ld:Indicator:_Local_ecological_threshold_and_entity-specific_allocation_were_taken_into_consideration_when_se,2,success,
urn:sds:reg:esrs:e3_3_05,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_3_05,urn:ngsi-ld:Indicator:Disclosure_of_ecological_threshold_identified_and_methodology_used_to_identify_ecological_thresh,2,success,
urn:sds:reg:esrs:e3_3_06,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_3_06,urn:ngsi-ld:Indicator:Disclosure_of_how_ecological_entity-specific_threshold_was_determined_water_and_marine_resources,2,success,
urn:sds:reg:esrs:e3_3_07,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_3_07,urn:ngsi-ld:Indicator:Disclosure_of_how_responsibility_for_respecting_identified_ecological_threshold_is_allocated_wat,2,success,
urn:sds:reg:esrs:e3_3_08,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_3_08,urn:ngsi-ld:Indicator:Adopted_and_presented_water_and_marine_resources-related_target_is_mandatory_based_on_legislatio,2,success,
urn:sds:reg:esrs:e3_3_09,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_3_09,urn:ngsi-ld:Indicator:Target_relates_to_reduction_of_water_withdrawals,2,success,
urn:sds:reg:esrs:e3_3_10,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_3_10,urn:ngsi-ld:Indicator:Target_relates_to_reduction_of_water_discharges,2,success,
urn:sds:reg:esrs:e3_4_01,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_4_01,urn:ngsi-ld:Indicator:Total_water_consumption,2,success,
urn:sds:reg:esrs:e3_4_02,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_4_02,urn:ngsi-ld:Indicator:Total_water_consumption_in_areas_at_water_risk_including_areas_of_high-water_stress,2,success,
urn:sds:reg:esrs:e3_4_03,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_4_03,urn:ngsi-ld:Indicator:Total_water_recycled_and_reused,2,success,
urn:sds:reg:esrs:e3_4_04,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_4_04,urn:ngsi-ld:Indicator:Total_water_stored,2,success,
urn:sds:reg:esrs:e3_4_05,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_4_05,urn:ngsi-ld:Indicator:Changes_in_water_storage,2,success,
urn:sds:reg:esrs:e3_4_06,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_4_06,urn:ngsi-ld:Indicator:Disclosure_of_contextual_information_regarding_warter_consumption,2,success,
urn:sds:reg:esrs:e3_4_07,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_4_07,urn:ngsi-ld:Indicator:Share_of_the_measure_obtained_from_direct_measurement_from_sampling_and_extrapolation_or_from_be,2,success,
urn:sds:reg:esrs:e3_4_08,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_4_08,urn:ngsi-ld:Indicator:Water_intensity_ratio,2,success,
urn:sds:reg:esrs:e3_4_09,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_4_09,urn:ngsi-ld:Indicator:Water_consumption_-_sectors_SEGMENTS,2,success,
urn:sds:reg:esrs:e3_4_10,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_4_10,urn:ngsi-ld:Indicator:Additional_water_intensity_ratio,2,success,
urn:sds:reg:esrs:e3_4_11,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_4_11,urn:ngsi-ld:Indicator:Total_water_withdrawals,2,success,
urn:sds:reg:esrs:e3_4_12,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_4_12,urn:ngsi-ld:Indicator:Total_water_discharges,2,success,
urn:sds:reg:esrs:e3_5_01,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_5_01,urn:ngsi-ld:Indicator:Disclosure_of_quantitative_information_about_anticipated_financial_effects_of_material_risks_and,2,success,
urn:sds:reg:esrs:e3_5_02,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_5_02,urn:ngsi-ld:Indicator:Disclosure_of_qualitative_information_of_anticipated_financial_effects_of_material_risks_and_opp,2,success,
urn:sds:reg:esrs:e3_5_03,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_5_03,urn:ngsi-ld:Indicator:Description_of_effects_considered_and_related_impacts_water_and_marine_resources_,2,success,
urn:sds:reg:esrs:e3_5_04,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_5_04,urn:ngsi-ld:Indicator:Disclosure_of_critical_assumptions_used_in_estimates_of_financial_effects_of_material_risks_and_,2,success,
urn:sds:reg:esrs:e3_5_05,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_5_05,urn:ngsi-ld:Indicator:Description_of_related_products_and_services_at_risk_water_and_marine_resources_,2,success,
urn:sds:reg:esrs:e3_5_06,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_5_06,urn:ngsi-ld:Indicator:Explanation_of_how_time_horizons_are_defined_financial_amounts_are_estimated_and_critical_assump,2,success,
urn:sds:reg:esrs:e3_iro_1_01,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_iro_1_01,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_assets_and_activities_have_been_screened_in_order_to_identify_actu,2,success,
urn:sds:reg:esrs:e3_iro_1_02,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e3_iro_1_02,urn:ngsi-ld:Indicator:Disclosure_of_how_consultations_have_been_conducted_water_and_marine_resources_,2,success,
urn:sds:reg:esrs:e4_1_01,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_1_01,urn:ngsi-ld:Indicator:Disclosure_of_resilience_of_current_business_model_s_and_strategy_to_biodiversity_and_ecosystems,2,success,
urn:sds:reg:esrs:e4_1_02,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_1_02,urn:ngsi-ld:Indicator:Disclosure_of_scope_of_resilience_analysis_along_own_operations_and_related_upstream_and_downstr,2,success,
urn:sds:reg:esrs:e4_1_03,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_1_03,urn:ngsi-ld:Indicator:Disclosure_of_key_assumptions_made_biodiversity_and_ecosystems_,2,success,
urn:sds:reg:esrs:e4_1_04,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_1_04,urn:ngsi-ld:Indicator:Disclosure_of_time_horizons_used_for_analysis_biodiversity_and_ecosystems_,2,success,
urn:sds:reg:esrs:e4_1_05,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_1_05,urn:ngsi-ld:Indicator:Disclosure_of_results_of_resilience_analysis_biodiversity_and_ecosystems_,2,success,
urn:sds:reg:esrs:e4_1_06,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_1_06,urn:ngsi-ld:Indicator:Disclosure_of_involvement_of_stakeholders_biodiversity_and_ecosystems_,2,success,
urn:sds:reg:esrs:e4_1_07,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_1_07,urn:ngsi-ld:Indicator:Disclosure_of_transition_plan_to_improve_and_achieve_alignment_of_its_business_model_and_strateg,2,success,
urn:sds:reg:esrs:e4_1_08,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_1_08,urn:ngsi-ld:Indicator:Explanation_of_how_strategy_and_business_model_will_be_adjusted_to_improve_and_ultimately_achiev,2,success,
urn:sds:reg:esrs:e4_1_09,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_1_09,urn:ngsi-ld:Indicator:Include_information_about_its_own_operations_and_explain_how_it_is_responding_to_material_impact,2,success,
urn:sds:reg:esrs:e4_1_10,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_1_10,urn:ngsi-ld:Indicator:Explanation_of_how_b_strategy_interacts_with_transition_plan,2,success,
urn:sds:reg:esrs:e4_1_11,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_1_11,urn:ngsi-ld:Indicator:Disclosure_of_contribution_to_impact_drivers_and_possible_mitigation_actions_following_mitigatio,2,success,
urn:sds:reg:esrs:e4_1_12,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_1_12,urn:ngsi-ld:Indicator:Explanation_and_quantification_of_investments_and_funding_supporting_the_implementation_of_its_t,2,success,
urn:sds:reg:esrs:e4_1_13,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_1_13,urn:ngsi-ld:Indicator:Disclosure_of_objectives_or_plans_for_aligning_economic_activities_revenues_CapEx_,2,success,
urn:sds:reg:esrs:e4_1_14,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_1_14,urn:ngsi-ld:Indicator:Biodiversity_offsets_are_part_of_transition_plan,2,success,
urn:sds:reg:esrs:e4_1_15,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_1_15,urn:ngsi-ld:Indicator:Information_about_how_process_of_implementing_and_updating_transition_plan_is_managed,2,success,
urn:sds:reg:esrs:e4_1_16,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_1_16,urn:ngsi-ld:Indicator:Indication_of_metrics_and_related_tools_used_to_measure_progress_that_are_integrated_in_measurem,2,success,
urn:sds:reg:esrs:e4_1_17,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_1_17,urn:ngsi-ld:Indicator:Administrative_management_and_supervisory_bodies_have_approved_transition_plan,2,success,
urn:sds:reg:esrs:e4_1_18,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_1_18,urn:ngsi-ld:Indicator:Indication_of_current_challenges_and_limitations_to_draft_plan_in_relation_to_areas_of_significa,2,success,
urn:sds:reg:esrs:e4_2_01,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_2_01,urn:ngsi-ld:Indicator:Disclosure_on_whether_and_how_biodiversity_and_ecosystems-related_policies_relate_to_matters_rep,2,success,
urn:sds:reg:esrs:e4_2_02,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_2_02,urn:ngsi-ld:Indicator:Explanation_of_whether_and_how_biodiversity_and_ecosystems-related_policy_relates_to_material_bi,2,success,
urn:sds:reg:esrs:e4_2_03,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_2_03,urn:ngsi-ld:Indicator:Explanation_of_whether_and_how_biodiversity_and_ecosystems-related_policy_relates_to_material_de,2,success,
urn:sds:reg:esrs:e4_2_04,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_2_04,urn:ngsi-ld:Indicator:Explanation_of_whether_and_how_biodiversity_and_ecosystems-related_policy_supports_traceability_,2,success,
urn:sds:reg:esrs:e4_2_05,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_2_05,urn:ngsi-ld:Indicator:Explanation_of_whether_and_how_biodiversity_and_ecosystems-related_policy_addresses_production_s,2,success,
urn:sds:reg:esrs:e4_2_06,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_2_06,urn:ngsi-ld:Indicator:Explanation_of_whether_and_how_biodiversity_and_ecosystems-related_policy_addresses_social_conse,2,success,
urn:sds:reg:esrs:e4_2_07,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_2_07,urn:ngsi-ld:Indicator:Disclosure_of_how_policy_refers_to_production_sourcing_or_consumption_of_raw_materials,2,success,
urn:sds:reg:esrs:e4_2_08,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_2_08,urn:ngsi-ld:Indicator:Disclosure_of_how_policy_refers_to_policies_limiting_procurement_from_suppliers_that_cannot_demo,2,success,
urn:sds:reg:esrs:e4_2_09,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_2_09,urn:ngsi-ld:Indicator:Disclosure_of_how_policy_refers_to_recognised_standards_or_third-party_certifications_overseen_b,2,success,
urn:sds:reg:esrs:e4_2_10,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_2_10,urn:ngsi-ld:Indicator:Disclosure_of_how_policy_addresses_raw_materials_originating_from_ecosystems_that_have_been_mana,2,success,
urn:sds:reg:esrs:e4_2_11,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_2_11,urn:ngsi-ld:Indicator:Disclosure_of_how_the_policy_enables_to_a_b_c_and_d_,2,success,
urn:sds:reg:esrs:e4_2_12,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_2_12,urn:ngsi-ld:Indicator:Third-party_standard_of_conduct_used_in_policy_is_objective_and_achievable_based_on_scientific_a,2,success,
urn:sds:reg:esrs:e4_2_13,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_2_13,urn:ngsi-ld:Indicator:Third-party_standard_of_conduct_used_in_policy_is_developed_or_maintained_through_process_of_ong,2,success,
urn:sds:reg:esrs:e4_2_14,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_2_14,urn:ngsi-ld:Indicator:Third-party_standard_of_conduct_used_in_policy_encourages_step-wise_approach_and_continuous_impr,2,success,
urn:sds:reg:esrs:e4_2_15,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_2_15,urn:ngsi-ld:Indicator:Third-party_standard_of_conduct_used_in_policy_is_verifiable_through_independent_certifying_or_v,2,success,
urn:sds:reg:esrs:e4_2_16,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_2_16,urn:ngsi-ld:Indicator:Third-party_standard_of_conduct_used_in_policy_conforms_to_ISEAL_Code_of_Good_Practice,2,success,
urn:sds:reg:esrs:e4_2_17,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_2_17,urn:ngsi-ld:Indicator:Biodiversity_and_ecosystem_protection_policy_covering_operational_sites_owned_leased_managed_in_,2,success,
urn:sds:reg:esrs:e4_2_18,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_2_18,urn:ngsi-ld:Indicator:Sustainable_land_or_agriculture_practices_or_policies_have_been_adopted,2,success,
urn:sds:reg:esrs:e4_2_19,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_2_19,urn:ngsi-ld:Indicator:Sustainable_oceans_or_seas_practices_or_policies_have_been_adopted,2,success,
urn:sds:reg:esrs:e4_2_20,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_2_20,urn:ngsi-ld:Indicator:Policies_to_address_deforestation_have_been_adopted,2,success,
urn:sds:reg:esrs:e4_3_01,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_3_01,urn:ngsi-ld:Indicator:Disclosure_on_how_the_mitigation_hierarchy_has_been_applied_with_regard_to_biodiversity_and_ecos,2,success,
urn:sds:reg:esrs:e4_3_02,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_3_02,urn:ngsi-ld:Indicator:Biodiversity_offsets_were_used_in_action_plan,2,success,
urn:sds:reg:esrs:e4_3_03,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_3_03,urn:ngsi-ld:Indicator:Disclosure_of_aim_of_biodiversity_offset_and_key_performance_indicators_used,2,success,
urn:sds:reg:esrs:e4_3_04,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_3_04,urn:ngsi-ld:Indicator:Financing_effects_direct_and_indirect_costs_of_biodiversity_offsets,2,success,
urn:sds:reg:esrs:e4_3_05,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_3_05,urn:ngsi-ld:Indicator:Explanation_of_rekationship_of_significant_Capex_and_Opex_required_to_impelement_actions_taken_o,2,success,
urn:sds:reg:esrs:e4_3_06,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_3_06,urn:ngsi-ld:Indicator:Explanation_of_rekationship_of_significant_Capex_and_Opex_required_to_impelement_actions_taken_o,2,success,
urn:sds:reg:esrs:e4_3_07,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_3_07,urn:ngsi-ld:Indicator:Explanation_of_rekationship_of_significant_Capex_and_Opex_required_to_impelement_actions_taken_o,2,success,
urn:sds:reg:esrs:e4_3_08,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_3_08,urn:ngsi-ld:Indicator:Description_of_biodiversity_offsets,2,success,
urn:sds:reg:esrs:e4_3_09,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_3_09,urn:ngsi-ld:Indicator:Description_of_whether_and_how_local_and_indigenous_knowledge_and_nature-based_solutions_have_be,2,success,
urn:sds:reg:esrs:e4_3_10,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_3_10,urn:ngsi-ld:Indicator:Disclosure_of_key_stakeholders_involved_and_how_they_are_involved_key_stakeholders_negatively_or,2,success,
urn:sds:reg:esrs:e4_3_11,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_3_11,urn:ngsi-ld:Indicator:Explanation_of_need_for_appropriate_consultations_and_need_to_respect_decisions_of_affected_comm,2,success,
urn:sds:reg:esrs:e4_3_12,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_3_12,urn:ngsi-ld:Indicator:Description_of_whether_key_action_may_induce_significant_negative_sustainability_impacts_biodive,2,success,
urn:sds:reg:esrs:e4_3_13,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_3_13,urn:ngsi-ld:Indicator:Explanation_of_whether_the_key_action_is_intended_to_be_a_one-time_initiative_or_systematic_prac,2,success,
urn:sds:reg:esrs:e4_3_14,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_3_14,urn:ngsi-ld:Indicator:Key_action_plan_is_carried_out_only_by_undertaking_individual_action_using_its_resources_biodive,2,success,
urn:sds:reg:esrs:e4_3_15,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_3_15,urn:ngsi-ld:Indicator:Key_action_plan_is_part_of_wider_action_plan_collective_action_of_which_undertaking_is_member_bi,2,success,
urn:sds:reg:esrs:e4_3_16,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_3_16,urn:ngsi-ld:Indicator:Additional_information_about_project_its_sponsors_and_other_participants_biodiversity_and_ecosys,2,success,
urn:sds:reg:esrs:e4_4_01,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_4_01,urn:ngsi-ld:Indicator:Ecological_threshold_and_allocation_of_impacts_to_undertaking_were_applied_when_setting_target_b,2,success,
urn:sds:reg:esrs:e4_4_02,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_4_02,urn:ngsi-ld:Indicator:Disclosure_of_ecological_threshold_identified_and_methodology_used_to_identify_threshold_biodive,2,success,
urn:sds:reg:esrs:e4_4_03,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_4_03,urn:ngsi-ld:Indicator:Disclosure_of_how_entity-specific_threshold_was_determined_biodiversity_and_ecosystems_,2,success,
urn:sds:reg:esrs:e4_4_04,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_4_04,urn:ngsi-ld:Indicator:Disclosure_of_how_responsibility_for_respecting_identified_ecological_threshold_is_allocated_bio,2,success,
urn:sds:reg:esrs:e4_4_05,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_4_05,urn:ngsi-ld:Indicator:Target_is_informed_by_relevant_aspect_of_EU_Biodiversity_Strategy_for_2030,2,success,
urn:sds:reg:esrs:e4_4_06,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_4_06,urn:ngsi-ld:Indicator:Disclosure_of_how_the_targets_relate_to_the_biodiversity_and_ecosystem_impacts_dependencies_risk,2,success,
urn:sds:reg:esrs:e4_4_07,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_4_07,urn:ngsi-ld:Indicator:Disclosure_of_the_geographical_scope_of_the_targets,2,success,
urn:sds:reg:esrs:e4_4_08,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_4_08,urn:ngsi-ld:Indicator:Biodiversity_offsets_were_used_in_setting_target,2,success,
urn:sds:reg:esrs:e4_4_09,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_4_09,urn:ngsi-ld:Indicator:Layer_in_mitigation_hierarchy_to_which_target_can_be_allocated_biodiversity_and_ecosystems_,2,success,
urn:sds:reg:esrs:e4_4_10,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_4_10,urn:ngsi-ld:Indicator:The_target_addresses_shortcomings_related_to_the_Substantial_Contribution_criteria,2,success,
urn:sds:reg:esrs:e4_5_01,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e4_5_01,urn:ngsi-ld:Indicator:Number_of_sites_owned_leased_or_managed_in_or_near_protected_areas_or_key_biodiversity_areas_tha,2,success,
